PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,"Phenotype (Unstable (<30 min), Stable (>30 min))",Half-life (minutes),Compound QC
163827004,71660775,Inactive,unstable,3.4,QC'd by NCATS
377698189,20929935,Inactive,unstable,3.4,QC'd by NCATS
174007304,10474335,Inactive,unstable,3.39,QC'd by NCATS
24406490,16028005,Inactive,unstable,3.38,QC'd by NCATS
375858341,87052505,Inactive,unstable,3.38,QC'd by NCATS
26751954,10002736,Inactive,unstable,3.37,QC'd by NCATS
56319647,16314374,Inactive,unstable,3.37,QC'd by NCATS
24401733,135410436,Inactive,unstable,3.34,QC'd by NCATS
24394075,7661054,Inactive,unstable,3.32,QC'd by NCATS
363681121,133053835,Inactive,unstable,3.32,QC'd by NCATS
24271254,15990569,Inactive,unstable,3.31,QC'd by NCATS
99367949,46907740,Inactive,unstable,3.31,QC'd by NCATS
160844013,2920571,Inactive,unstable,3.3,QC'd by NCATS
99455331,46943397,Inactive,unstable,3.3,QC'd by NCATS
161004071,70789422,Inactive,unstable,3.3,QC'd by NCATS
24416554,3136596,Inactive,unstable,3.28,QC'd by NCATS
363677736,25263033,Inactive,unstable,3.28,QC'd by NCATS
162210970,2331284,Inactive,unstable,3.27,QC'd by NCATS
375852018,53149911,Inactive,unstable,3.26,QC'd by NCATS
4255655,1093278,Inactive,unstable,3.23,QC'd by NCATS
29216956,17757089,Inactive,unstable,3.2,QC'd by NCATS
137275869,57519516,Inactive,unstable,3.2,QC'd by NCATS
162211049,71307847,Inactive,unstable,3.2,QC'd by NCATS
163826992,71660753,Inactive,unstable,3.2,QC'd by NCATS
377684740,4552554,Inactive,unstable,3.2,QC'd by NCATS
164755762,71771106,Inactive,unstable,3.2,QC'd by NCATS
85736345,44460161,Inactive,unstable,3.19,QC'd by NCATS
24409593,16030748,Inactive,unstable,3.18,QC'd by NCATS
24409034,16030286,Inactive,unstable,3.17,QC'd by NCATS
24414133,16033843,Inactive,unstable,3.17,QC'd by NCATS
375885513,134805981,Inactive,unstable,3.17,QC'd by NCATS
57260290,16318005,Inactive,unstable,3.16,QC'd by NCATS
29218154,17757314,Inactive,unstable,3.16,QC'd by NCATS
24416721,5322523,Inactive,unstable,3.15,QC'd by NCATS
87550906,16615769,Inactive,unstable,3.13,QC'd by NCATS
17403298,2865236,Inactive,unstable,3.11,QC'd by NCATS
134225091,56593296,Inactive,unstable,3.11,QC'd by NCATS
174006604,73265243,Inactive,unstable,3.1,QC'd by NCATS
99367893,802475,Inactive,unstable,3.09,QC'd by NCATS
87677830,44144346,Inactive,unstable,3.09,QC'd by NCATS
99367948,46907658,Inactive,unstable,3.09,QC'd by NCATS
174006540,24905142,Inactive,unstable,3.09,QC'd by NCATS
89650081,44825280,Inactive,unstable,3.08,QC'd by NCATS
174006558,44607360,Inactive,unstable,3.06,QC'd by NCATS
863498,664752,Inactive,unstable,3.04,QC'd by NCATS
87677811,44144338,Inactive,unstable,3.04,QC'd by NCATS
363678074,76168,Inactive,unstable,3.04,QC'd by NCATS
24401089,16022700,Inactive,unstable,3.01,QC'd by NCATS
375884757,134805226,Inactive,unstable,3.01,QC'd by NCATS
4258425,1264460,Inactive,unstable,3,QC'd by NCATS
50124097,2710,Inactive,unstable,3,QC'd by NCATS
161004027,58033027,Inactive,unstable,3,QC'd by NCATS
161004031,70789393,Inactive,unstable,3,QC'd by NCATS
144116985,60167813,Inactive,unstable,3,QC'd by NCATS
377679845,16345884,Inactive,unstable,3,QC'd by NCATS
163827002,1869540,Inactive,unstable,3,QC'd by NCATS
164755739,71771104,Inactive,unstable,3,QC'd by NCATS
164755748,71771088,Inactive,unstable,3,QC'd by NCATS
170363375,72183106,Inactive,unstable,3,QC'd by NCATS
375888011,134808479,Inactive,unstable,3,QC'd by NCATS
24401675,135410423,Inactive,unstable,2.98,QC'd by NCATS
377648617,46364983,Inactive,unstable,2.98,QC'd by NCATS
104224713,49853271,Inactive,unstable,2.97,QC'd by NCATS
17507053,3106303,Inactive,unstable,2.96,QC'd by NCATS
170465139,5095,Inactive,unstable,2.96,QC'd by NCATS
24397943,16019899,Inactive,unstable,2.96,QC'd by NCATS
99367920,46907690,Inactive,unstable,2.96,QC'd by NCATS
375862622,75465982,Inactive,unstable,2.95,QC'd by NCATS
363678130,53344908,Inactive,unstable,2.92,QC'd by NCATS
57260412,16296311,Inactive,unstable,2.9,QC'd by NCATS
124398568,53257186,Inactive,unstable,2.9,QC'd by NCATS
162211013,71307821,Inactive,unstable,2.9,QC'd by NCATS
160844016,4130805,Inactive,unstable,2.9,QC'd by NCATS
377704876,767103,Inactive,unstable,2.9,QC'd by NCATS
161004100,70789421,Inactive,unstable,2.9,QC'd by NCATS
170465786,3627,Inactive,unstable,2.89,QC'd by NCATS
384569537,90479372,Inactive,unstable,2.89,QC'd by NCATS
144116981,60167852,Inactive,unstable,2.87,QC'd by NCATS
24413948,4062086,Inactive,unstable,2.86,QC'd by NCATS
87677816,44144334,Inactive,unstable,2.86,QC'd by NCATS
22405995,135422526,Inactive,unstable,2.84,QC'd by NCATS
363680191,72199292,Inactive,unstable,2.84,QC'd by NCATS
49728050,6460634,Inactive,unstable,2.82,QC'd by NCATS
170464853,135398737,Inactive,unstable,2.8,QC'd by NCATS
24410291,16031336,Inactive,unstable,2.8,QC'd by NCATS
144205434,68363,Inactive,unstable,2.8,QC'd by NCATS
99460857,8852509,Inactive,unstable,2.8,QC'd by NCATS
161004685,70789746,Inactive,unstable,2.8,QC'd by NCATS
160844022,70701391,Inactive,unstable,2.8,QC'd by NCATS
137276086,57519526,Inactive,unstable,2.8,QC'd by NCATS
144116975,60167846,Inactive,unstable,2.8,QC'd by NCATS
144116977,60167822,Inactive,unstable,2.8,QC'd by NCATS
377666815,3074829,Inactive,unstable,2.8,QC'd by NCATS
377693281,4774796,Inactive,unstable,2.8,QC'd by NCATS
144116987,60167844,Inactive,unstable,2.8,QC'd by NCATS
163827020,16360527,Inactive,unstable,2.8,QC'd by NCATS
170363373,4295603,Inactive,unstable,2.8,QC'd by NCATS
124953101,5379210,Inactive,unstable,2.79,QC'd by NCATS
375806391,26742366,Inactive,unstable,2.78,QC'd by NCATS
375888446,134808914,Inactive,unstable,2.78,QC'd by NCATS
24401081,16022692,Inactive,unstable,2.77,QC'd by NCATS
24387240,16010694,Inactive,unstable,2.76,QC'd by NCATS
24401705,135410430,Inactive,unstable,2.75,QC'd by NCATS
104223742,3234199,Inactive,unstable,2.74,QC'd by NCATS
104224701,49853223,Inactive,unstable,2.74,QC'd by NCATS
24269264,15988957,Inactive,unstable,2.71,QC'd by NCATS
4257997,2942513,Inactive,unstable,2.7,QC'd by NCATS
4257661,1305978,Inactive,unstable,2.7,QC'd by NCATS
4261513,2979657,Inactive,unstable,2.7,QC'd by NCATS
24406691,16028187,Inactive,unstable,2.7,QC'd by NCATS
163827029,664331,Inactive,unstable,2.7,QC'd by NCATS
87550843,44623889,Inactive,unstable,2.7,QC'd by NCATS
99381584,3230466,Inactive,unstable,2.7,QC'd by NCATS
99431363,46926081,Inactive,unstable,2.7,QC'd by NCATS
162210985,71307855,Inactive,unstable,2.7,QC'd by NCATS
162211036,71307830,Inactive,unstable,2.7,QC'd by NCATS
161004024,70789372,Inactive,unstable,2.7,QC'd by NCATS
161004683,70789732,Inactive,unstable,2.7,QC'd by NCATS
160844086,70701413,Inactive,unstable,2.7,QC'd by NCATS
174006609,73265249,Inactive,unstable,2.7,QC'd by NCATS
375809101,26743389,Inactive,unstable,2.69,QC'd by NCATS
24414158,4189771,Inactive,unstable,2.67,QC'd by NCATS
375837494,91925560,Inactive,unstable,2.66,QC'd by NCATS
24384612,16008413,Inactive,unstable,2.66,QC'd by NCATS
144206383,13493,Inactive,unstable,2.63,QC'd by NCATS
87677810,44143948,Inactive,unstable,2.62,QC'd by NCATS
24401083,16022694,Inactive,unstable,2.6,QC'd by NCATS
24401402,16023012,Inactive,unstable,2.6,QC'd by NCATS
87550837,44623883,Inactive,unstable,2.6,QC'd by NCATS
144116949,60167872,Inactive,unstable,2.6,QC'd by NCATS
161004017,5121651,Inactive,unstable,2.6,QC'd by NCATS
144116992,60167834,Inactive,unstable,2.6,QC'd by NCATS
161004102,70789371,Inactive,unstable,2.6,QC'd by NCATS
56317288,18109531,Inactive,unstable,2.58,QC'd by NCATS
57655021,661788,Inactive,unstable,2.57,QC'd by NCATS
170465270,67533,Inactive,unstable,2.56,QC'd by NCATS
174006897,60795,Inactive,unstable,2.56,QC'd by NCATS
170465791,3689,Inactive,unstable,2.55,QC'd by NCATS
24270400,2973056,Inactive,unstable,2.55,QC'd by NCATS
104224711,49852942,Inactive,unstable,2.55,QC'd by NCATS
174006622,73265257,Inactive,unstable,2.55,QC'd by NCATS
363678018,9901086,Inactive,unstable,2.55,QC'd by NCATS
99367973,46907755,Inactive,unstable,2.51,QC'd by NCATS
104223745,3235425,Inactive,unstable,2.5,QC'd by NCATS
124879958,132496,Inactive,unstable,2.5,QC'd by NCATS
24394674,16016817,Inactive,unstable,2.5,QC'd by NCATS
87550838,44640151,Inactive,unstable,2.5,QC'd by NCATS
162211039,71307870,Inactive,unstable,2.5,QC'd by NCATS
161003893,70789559,Inactive,unstable,2.5,QC'd by NCATS
162210988,71307828,Inactive,unstable,2.5,QC'd by NCATS
162211006,71307859,Inactive,unstable,2.5,QC'd by NCATS
161004684,70789730,Inactive,unstable,2.5,QC'd by NCATS
161004059,70789350,Inactive,unstable,2.5,QC'd by NCATS
377673486,3157145,Inactive,unstable,2.5,QC'd by NCATS
170466918,72187539,Inactive,unstable,2.5,QC'd by NCATS
363677952,4068248,Inactive,unstable,2.5,QC'd by NCATS
87677808,720656,Inactive,unstable,2.48,QC'd by NCATS
24276118,3122421,Inactive,unstable,2.47,QC'd by NCATS
85267334,44246394,Inactive,unstable,2.47,QC'd by NCATS
174007119,73265340,Inactive,unstable,2.47,QC'd by NCATS
24267272,4231518,Inactive,unstable,2.45,QC'd by NCATS
87677823,44143159,Inactive,unstable,2.45,QC'd by NCATS
24394152,135546828,Inactive,unstable,2.44,QC'd by NCATS
375855120,46059186,Inactive,unstable,2.43,QC'd by NCATS
363677804,56962336,Inactive,unstable,2.42,QC'd by NCATS
47196424,2971918,Inactive,unstable,2.42,QC'd by NCATS
7972127,765549,Inactive,unstable,2.4,QC'd by NCATS
124398556,53257167,Inactive,unstable,2.4,QC'd by NCATS
162210979,71307866,Inactive,unstable,2.4,QC'd by NCATS
161004009,17154150,Inactive,unstable,2.4,QC'd by NCATS
174316133,73330432,Inactive,unstable,2.4,QC'd by NCATS
144116984,60167843,Inactive,unstable,2.4,QC'd by NCATS
161004442,70789677,Inactive,unstable,2.4,QC'd by NCATS
163827012,1076491,Inactive,unstable,2.4,QC'd by NCATS
160844089,70701392,Inactive,unstable,2.4,QC'd by NCATS
160844090,70701363,Inactive,unstable,2.4,QC'd by NCATS
161004097,70789501,Inactive,unstable,2.4,QC'd by NCATS
160844105,70701379,Inactive,unstable,2.4,QC'd by NCATS
164755770,71771064,Inactive,unstable,2.4,QC'd by NCATS
170466939,72187531,Inactive,unstable,2.4,QC'd by NCATS
375872997,70766183,Inactive,unstable,2.4,QC'd by NCATS
161003879,4620214,Inactive,unstable,2.4,QC'd by NCATS
375799543,40776966,Inactive,unstable,2.38,QC'd by NCATS
26726910,2815186,Inactive,unstable,2.37,QC'd by NCATS
851193,653757,Inactive,unstable,2.37,QC'd by NCATS
99367978,46907687,Inactive,unstable,2.37,QC'd by NCATS
49817601,24816857,Inactive,unstable,2.36,QC'd by NCATS
174006723,439647,Inactive,unstable,2.36,QC'd by NCATS
174007039,72303,Inactive,unstable,2.36,QC'd by NCATS
99367989,46907685,Inactive,unstable,2.35,QC'd by NCATS
24389444,16012740,Inactive,unstable,2.34,QC'd by NCATS
124893948,40225210,Inactive,unstable,2.34,QC'd by NCATS
363681123,133053875,Inactive,unstable,2.34,QC'd by NCATS
161004016,4162891,Inactive,unstable,2.34,QC'd by NCATS
124880958,5283454,Inactive,unstable,2.33,QC'd by NCATS
24406614,16028117,Inactive,unstable,2.33,QC'd by NCATS
24414332,4111421,Inactive,unstable,2.33,QC'd by NCATS
14720919,3119481,Inactive,unstable,2.32,QC'd by NCATS
49821943,16403899,Inactive,unstable,2.32,QC'd by NCATS
89850659,225601,Inactive,unstable,2.32,QC'd by NCATS
24384235,16008054,Inactive,unstable,2.32,QC'd by NCATS
375846501,71829145,Inactive,unstable,2.31,QC'd by NCATS
24389664,16012906,Inactive,unstable,2.31,QC'd by NCATS
363677760,78243729,Inactive,unstable,2.31,QC'd by NCATS
849158,651628,Inactive,unstable,2.3,QC'd by NCATS
99367909,46907719,Inactive,unstable,2.3,QC'd by NCATS
87550839,44623880,Inactive,unstable,2.3,QC'd by NCATS
174316128,73330430,Inactive,unstable,2.3,QC'd by NCATS
161004069,70789388,Inactive,unstable,2.3,QC'd by NCATS
144116994,60167851,Inactive,unstable,2.3,QC'd by NCATS
170363374,72183103,Inactive,unstable,2.3,QC'd by NCATS
384569004,71456641,Inactive,unstable,2.3,QC'd by NCATS
375882407,72846657,Inactive,unstable,2.3,QC'd by NCATS
24386869,16010350,Inactive,unstable,2.28,QC'd by NCATS
375889125,134809592,Inactive,unstable,2.28,QC'd by NCATS
24401057,16022668,Inactive,unstable,2.27,QC'd by NCATS
24409951,16031022,Inactive,unstable,2.27,QC'd by NCATS
24409969,16031040,Inactive,unstable,2.27,QC'd by NCATS
363679204,1715,Inactive,unstable,2.27,QC'd by NCATS
24396468,16018486,Inactive,unstable,2.26,QC'd by NCATS
104224466,49853343,Inactive,unstable,2.26,QC'd by NCATS
124888972,663191,Inactive,unstable,2.24,QC'd by NCATS
24401984,16023585,Inactive,unstable,2.23,QC'd by NCATS
375888561,134809029,Inactive,unstable,2.23,QC'd by NCATS
87677833,44143947,Inactive,unstable,2.22,QC'd by NCATS
24413540,16033636,Inactive,unstable,2.21,QC'd by NCATS
50112901,11224758,Inactive,unstable,2.21,QC'd by NCATS
87677819,44144358,Inactive,unstable,2.21,QC'd by NCATS
14738361,3655913,Inactive,unstable,2.2,QC'd by NCATS
24790252,1090313,Inactive,unstable,2.2,QC'd by NCATS
4239638,3234745,Inactive,unstable,2.2,QC'd by NCATS
161004433,658914,Inactive,unstable,2.2,QC'd by NCATS
162210999,71307825,Inactive,unstable,2.2,QC'd by NCATS
137275919,46927888,Inactive,unstable,2.2,QC'd by NCATS
144116976,60167874,Inactive,unstable,2.2,QC'd by NCATS
160844068,70701381,Inactive,unstable,2.2,QC'd by NCATS
377714231,5305440,Inactive,unstable,2.2,QC'd by NCATS
4262538,892164,Inactive,unstable,2.19,QC'd by NCATS
99367890,46907735,Inactive,unstable,2.19,QC'd by NCATS
864349,665597,Inactive,unstable,2.18,QC'd by NCATS
29216989,17757102,Inactive,unstable,2.17,QC'd by NCATS
375870856,91903748,Inactive,unstable,2.16,QC'd by NCATS
49719657,16024730,Inactive,unstable,2.16,QC'd by NCATS
375809859,75367182,Inactive,unstable,2.16,QC'd by NCATS
24780139,2927953,Inactive,unstable,2.14,QC'd by NCATS
104224733,49853027,Inactive,unstable,2.13,QC'd by NCATS
375802635,38030950,Inactive,unstable,2.13,QC'd by NCATS
57288362,647821,Inactive,unstable,2.12,QC'd by NCATS
363676673,197810,Inactive,unstable,2.12,QC'd by NCATS
24415754,16034290,Inactive,unstable,2.12,QC'd by NCATS
4237838,3232951,Inactive,unstable,2.1,QC'd by NCATS
24267835,4380636,Inactive,unstable,2.1,QC'd by NCATS
24401442,16023052,Inactive,unstable,2.1,QC'd by NCATS
124893294,2548644,Inactive,unstable,2.1,QC'd by NCATS
104224027,49852806,Inactive,unstable,2.1,QC'd by NCATS
162210965,71307879,Inactive,unstable,2.1,QC'd by NCATS
162210975,71307838,Inactive,unstable,2.1,QC'd by NCATS
161004012,70789407,Inactive,unstable,2.1,QC'd by NCATS
377688228,46360368,Inactive,unstable,2.1,QC'd by NCATS
161004070,70789347,Inactive,unstable,2.1,QC'd by NCATS
164755760,71771080,Inactive,unstable,2.1,QC'd by NCATS
26662825,16240066,Inactive,unstable,2.09,QC'd by NCATS
87677822,44144368,Inactive,unstable,2.09,QC'd by NCATS
99367930,46907659,Inactive,unstable,2.09,QC'd by NCATS
375888874,134809341,Inactive,unstable,2.09,QC'd by NCATS
24410503,16031537,Inactive,unstable,2.08,QC'd by NCATS
99367984,46907756,Inactive,unstable,2.08,QC'd by NCATS
24414911,4524445,Inactive,unstable,2.07,QC'd by NCATS
50124081,72287,Inactive,unstable,2.07,QC'd by NCATS
174007271,71304818,Inactive,unstable,2.07,QC'd by NCATS
375855543,51053056,Inactive,unstable,2.07,QC'd by NCATS
24402427,16024023,Inactive,unstable,2.06,QC'd by NCATS
144206149,9850878,Inactive,unstable,2.06,QC'd by NCATS
87677807,990823,Inactive,unstable,2.06,QC'd by NCATS
137275823,11201705,Inactive,unstable,2.05,QC'd by NCATS
24269971,15989544,Inactive,unstable,2.04,QC'd by NCATS
24393159,16015431,Inactive,unstable,2.04,QC'd by NCATS
24274965,833993,Inactive,unstable,2.03,QC'd by NCATS
17431708,5770977,Inactive,unstable,2.02,QC'd by NCATS
124880630,6603915,Inactive,unstable,2.02,QC'd by NCATS
363677798,2111037,Inactive,unstable,2.02,QC'd by NCATS
375816917,137299202,Inactive,unstable,2.02,QC'd by NCATS
24398886,16020541,Inactive,unstable,2.01,QC'd by NCATS
375884825,134805294,Inactive,unstable,2.01,QC'd by NCATS
849720,652226,Inactive,unstable,2,QC'd by NCATS
24398888,16020543,Inactive,unstable,2,QC'd by NCATS
124398507,49853360,Inactive,unstable,2,QC'd by NCATS
174316129,73330431,Inactive,unstable,2,QC'd by NCATS
160844070,70701430,Inactive,unstable,2,QC'd by NCATS
161004141,70789367,Inactive,unstable,2,QC'd by NCATS
161004706,70789738,Inactive,unstable,2,QC'd by NCATS
174006658,73265267,Inactive,unstable,2,QC'd by NCATS
99367926,46907696,Inactive,unstable,1.99,QC'd by NCATS
24391713,16014174,Inactive,unstable,1.98,QC'd by NCATS
104224716,49852878,Inactive,unstable,1.98,QC'd by NCATS
363677759,121595845,Inactive,unstable,1.98,QC'd by NCATS
375814661,134791303,Inactive,unstable,1.98,QC'd by NCATS
24268688,15988512,Inactive,unstable,1.97,QC'd by NCATS
24398574,16020279,Inactive,unstable,1.97,QC'd by NCATS
24408362,16029644,Inactive,unstable,1.97,QC'd by NCATS
375887195,134807663,Inactive,unstable,1.97,QC'd by NCATS
24386637,16010135,Inactive,unstable,1.96,QC'd by NCATS
24397497,16019468,Inactive,unstable,1.96,QC'd by NCATS
24275915,15991449,Inactive,unstable,1.95,QC'd by NCATS
24271742,15990998,Inactive,unstable,1.95,QC'd by NCATS
170465871,92178,Inactive,unstable,1.95,QC'd by NCATS
99367892,46907693,Inactive,unstable,1.95,QC'd by NCATS
162211001,71307858,Inactive,unstable,1.95,QC'd by NCATS
24403566,16025131,Inactive,unstable,1.93,QC'd by NCATS
174006352,5281607,Inactive,unstable,1.92,QC'd by NCATS
375887908,134808376,Inactive,unstable,1.92,QC'd by NCATS
50112651,936270,Inactive,unstable,1.9,QC'd by NCATS
99381582,46916311,Inactive,unstable,1.9,QC'd by NCATS
99460860,46947855,Inactive,unstable,1.9,QC'd by NCATS
162211019,71307849,Inactive,unstable,1.9,QC'd by NCATS
162210992,71307835,Inactive,unstable,1.9,QC'd by NCATS
162211027,71307857,Inactive,unstable,1.9,QC'd by NCATS
162210993,71307878,Inactive,unstable,1.9,QC'd by NCATS
161004686,70789729,Inactive,unstable,1.9,QC'd by NCATS
377666146,43057906,Inactive,unstable,1.9,QC'd by NCATS
377663489,8200753,Inactive,unstable,1.9,QC'd by NCATS
161004084,70789512,Inactive,unstable,1.9,QC'd by NCATS
161004124,70789548,Inactive,unstable,1.9,QC'd by NCATS
162010011,71295941,Inactive,unstable,1.9,QC'd by NCATS
164755772,31009794,Inactive,unstable,1.9,QC'd by NCATS
24397608,16019576,Inactive,unstable,1.88,QC'd by NCATS
87677827,44144336,Inactive,unstable,1.88,QC'd by NCATS
174006408,16007391,Inactive,unstable,1.88,QC'd by NCATS
375861991,53140285,Inactive,unstable,1.88,QC'd by NCATS
137275888,10077147,Inactive,unstable,1.87,QC'd by NCATS
24269953,751398,Inactive,unstable,1.86,QC'd by NCATS
161004077,70789380,Inactive,unstable,1.85,QC'd by NCATS
174006487,73265231,Inactive,unstable,1.85,QC'd by NCATS
375808060,71693092,Inactive,unstable,1.85,QC'd by NCATS
24271387,3244852,Inactive,unstable,1.84,QC'd by NCATS
26756889,5387246,Inactive,unstable,1.83,QC'd by NCATS
375888179,134808647,Inactive,unstable,1.82,QC'd by NCATS
375885149,134805618,Inactive,unstable,1.82,QC'd by NCATS
24398665,16020356,Inactive,unstable,1.81,QC'd by NCATS
24396173,16018226,Inactive,unstable,1.81,QC'd by NCATS
104219459,4052109,Inactive,unstable,1.8,QC'd by NCATS
4240448,3235553,Inactive,unstable,1.8,QC'd by NCATS
11114117,5311452,Inactive,unstable,1.8,QC'd by NCATS
852388,655011,Inactive,unstable,1.8,QC'd by NCATS
7970024,3540515,Inactive,unstable,1.8,QC'd by NCATS
24409971,16031042,Inactive,unstable,1.8,QC'd by NCATS
99460848,46947845,Inactive,unstable,1.8,QC'd by NCATS
99460850,46947850,Inactive,unstable,1.8,QC'd by NCATS
104224654,16977185,Inactive,unstable,1.8,QC'd by NCATS
109967304,50897818,Inactive,unstable,1.8,QC'd by NCATS
162210996,71307850,Inactive,unstable,1.8,QC'd by NCATS
134419062,56643051,Inactive,unstable,1.8,QC'd by NCATS
144116978,60167853,Inactive,unstable,1.8,QC'd by NCATS
377711492,50767626,Inactive,unstable,1.8,QC'd by NCATS
160844069,70701380,Inactive,unstable,1.8,QC'd by NCATS
164755751,71771094,Inactive,unstable,1.8,QC'd by NCATS
161004701,70789726,Inactive,unstable,1.8,QC'd by NCATS
161004688,70789744,Inactive,unstable,1.8,QC'd by NCATS
375851207,46089259,Inactive,unstable,1.8,QC'd by NCATS
375888840,134809307,Inactive,unstable,1.79,QC'd by NCATS
170466638,65776,Inactive,unstable,1.78,QC'd by NCATS
99367896,46907691,Inactive,unstable,1.77,QC'd by NCATS
375885182,134805651,Inactive,unstable,1.77,QC'd by NCATS
375886361,134806829,Inactive,unstable,1.77,QC'd by NCATS
170465069,667466,Inactive,unstable,1.76,QC'd by NCATS
375886668,134807136,Inactive,unstable,1.76,QC'd by NCATS
24267292,4368645,Inactive,unstable,1.75,QC'd by NCATS
99367916,46907707,Inactive,unstable,1.75,QC'd by NCATS
99460847,46947856,Inactive,unstable,1.75,QC'd by NCATS
49717344,4651694,Inactive,unstable,1.74,QC'd by NCATS
99367901,46907742,Inactive,unstable,1.74,QC'd by NCATS
99376613,46912204,Inactive,unstable,1.74,QC'd by NCATS
174006613,73265250,Inactive,unstable,1.74,QC'd by NCATS
375886179,134806647,Inactive,unstable,1.74,QC'd by NCATS
124955631,53230310,Inactive,unstable,1.74,QC'd by NCATS
174007210,108092,Inactive,unstable,1.73,QC'd by NCATS
24399988,16021615,Inactive,unstable,1.73,QC'd by NCATS
24392542,15943340,Inactive,unstable,1.72,QC'd by NCATS
124893357,540335,Inactive,unstable,1.72,QC'd by NCATS
375888602,134809070,Inactive,unstable,1.72,QC'd by NCATS
24411056,3622155,Inactive,unstable,1.71,QC'd by NCATS
170466591,6917728,Inactive,unstable,1.71,QC'd by NCATS
99367919,46907721,Inactive,unstable,1.71,QC'd by NCATS
99431233,46925991,Inactive,unstable,1.71,QC'd by NCATS
99367964,46907663,Inactive,unstable,1.71,QC'd by NCATS
24782856,936056,Inactive,unstable,1.7,QC'd by NCATS
26730064,2813100,Inactive,unstable,1.7,QC'd by NCATS
47198287,2846718,Inactive,unstable,1.7,QC'd by NCATS
49717473,4207389,Inactive,unstable,1.7,QC'd by NCATS
174316173,3234176,Inactive,unstable,1.7,QC'd by NCATS
4245610,3240060,Inactive,unstable,1.7,QC'd by NCATS
4241466,3236435,Inactive,unstable,1.7,QC'd by NCATS
4264286,2212928,Inactive,unstable,1.7,QC'd by NCATS
24270631,8088003,Inactive,unstable,1.7,QC'd by NCATS
24413542,16033638,Inactive,unstable,1.7,QC'd by NCATS
99367911,46907672,Inactive,unstable,1.7,QC'd by NCATS
99381592,46916308,Inactive,unstable,1.7,QC'd by NCATS
99381593,46916320,Inactive,unstable,1.7,QC'd by NCATS
99460861,9474033,Inactive,unstable,1.7,QC'd by NCATS
99460841,46947872,Inactive,unstable,1.7,QC'd by NCATS
104224593,49853182,Inactive,unstable,1.7,QC'd by NCATS
104224714,49853169,Inactive,unstable,1.7,QC'd by NCATS
164755733,4802461,Inactive,unstable,1.7,QC'd by NCATS
162210971,71307862,Inactive,unstable,1.7,QC'd by NCATS
161003985,70789550,Inactive,unstable,1.7,QC'd by NCATS
161004062,70789444,Inactive,unstable,1.7,QC'd by NCATS
161004687,70789737,Inactive,unstable,1.7,QC'd by NCATS
163826989,71660737,Inactive,unstable,1.7,QC'd by NCATS
377674478,46348759,Inactive,unstable,1.7,QC'd by NCATS
164755740,71771061,Inactive,unstable,1.7,QC'd by NCATS
161004702,70789740,Inactive,unstable,1.7,QC'd by NCATS
161004692,70789734,Inactive,unstable,1.7,QC'd by NCATS
162010012,71295943,Inactive,unstable,1.7,QC'd by NCATS
161004703,70789739,Inactive,unstable,1.7,QC'd by NCATS
170466935,72187545,Inactive,unstable,1.7,QC'd by NCATS
124876702,563972,Inactive,unstable,1.69,QC'd by NCATS
24811872,4592792,Inactive,unstable,1.69,QC'd by NCATS
85198479,736064,Inactive,unstable,1.69,QC'd by NCATS
24390124,16013207,Inactive,unstable,1.69,QC'd by NCATS
375808578,25044485,Inactive,unstable,1.69,QC'd by NCATS
49721513,23604942,Inactive,unstable,1.69,QC'd by NCATS
375885464,134805932,Inactive,unstable,1.68,QC'd by NCATS
134958858,56832449,Inactive,unstable,1.67,QC'd by NCATS
99367934,46907720,Inactive,unstable,1.67,QC'd by NCATS
99367910,46907701,Inactive,unstable,1.66,QC'd by NCATS
375887915,134808383,Inactive,unstable,1.66,QC'd by NCATS
99460863,46947870,Inactive,unstable,1.66,QC'd by NCATS
124881858,3797,Inactive,unstable,1.65,QC'd by NCATS
26751844,3248000,Inactive,unstable,1.65,QC'd by NCATS
24402305,16023905,Inactive,unstable,1.65,QC'd by NCATS
24406786,16028266,Inactive,unstable,1.65,QC'd by NCATS
363677154,127030711,Inactive,unstable,1.65,QC'd by NCATS
17507367,829389,Inactive,unstable,1.64,QC'd by NCATS
24406518,16028031,Inactive,unstable,1.64,QC'd by NCATS
384569048,27666048,Inactive,unstable,1.64,QC'd by NCATS
375885197,134805666,Inactive,unstable,1.64,QC'd by NCATS
24394178,135546833,Inactive,unstable,1.63,QC'd by NCATS
24819056,1192546,Inactive,unstable,1.62,QC'd by NCATS
384568531,71307851,Inactive,unstable,1.62,QC'd by NCATS
24271228,15990550,Inactive,unstable,1.61,QC'd by NCATS
858862,401019,Inactive,unstable,1.6,QC'd by NCATS
17507796,3189849,Inactive,unstable,1.6,QC'd by NCATS
845413,647754,Inactive,unstable,1.6,QC'd by NCATS
99381513,3241707,Inactive,unstable,1.6,QC'd by NCATS
104219747,3159995,Inactive,unstable,1.6,QC'd by NCATS
29216540,4681590,Inactive,unstable,1.6,QC'd by NCATS
124893289,1276736,Inactive,unstable,1.6,QC'd by NCATS
124893301,9282884,Inactive,unstable,1.6,QC'd by NCATS
99460856,8781304,Inactive,unstable,1.6,QC'd by NCATS
99460855,8106251,Inactive,unstable,1.6,QC'd by NCATS
104224648,49852983,Inactive,unstable,1.6,QC'd by NCATS
