PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,"Phenotype (Unstable (<30 min), Stable (>30 min))",Half-life (minutes),Compound QC
170466907,72187551,Inactive,unstable,19,QC'd by NCATS
161004456,70789646,Inactive,unstable,19,QC'd by NCATS
161004164,70789498,Inactive,unstable,19,QC'd by NCATS
161004483,70789657,Inactive,unstable,19,QC'd by NCATS
164755771,71771092,Inactive,unstable,19,QC'd by NCATS
363680214,52936849,Inactive,unstable,18.96,QC'd by NCATS
124878217,3246443,Inactive,unstable,18.9,QC'd by NCATS
384569316,118957930,Inactive,unstable,18.87,QC'd by NCATS
162108264,25256849,Inactive,unstable,18.82,QC'd by NCATS
7977915,2870379,Inactive,unstable,18.72,QC'd by NCATS
363677236,9868037,Inactive,unstable,18.71,QC'd by NCATS
17433370,2896518,Inactive,unstable,18.64,QC'd by NCATS
24404138,16025697,Inactive,unstable,18.64,QC'd by NCATS
50110996,33036,Inactive,unstable,18.52,QC'd by NCATS
24397142,16019143,Inactive,unstable,18.49,QC'd by NCATS
375842528,91903479,Inactive,unstable,18.47,QC'd by NCATS
99367936,46907681,Inactive,unstable,18.47,QC'd by NCATS
174006199,3334,Inactive,unstable,18.36,QC'd by NCATS
99367938,46907743,Inactive,unstable,18.29,QC'd by NCATS
24406701,16028197,Inactive,unstable,18.25,QC'd by NCATS
161004130,70789387,Inactive,unstable,18.17,QC'd by NCATS
363676921,428373,Inactive,unstable,18.11,QC'd by NCATS
24268718,15988540,Inactive,unstable,18,QC'd by NCATS
85267296,1512045,Inactive,unstable,18,QC'd by NCATS
134225092,56593315,Inactive,unstable,18,QC'd by NCATS
161004029,4209724,Inactive,unstable,18,QC'd by NCATS
377020305,19597433,Inactive,unstable,18,QC'd by NCATS
161004065,70789488,Inactive,unstable,18,QC'd by NCATS
160844071,70701428,Inactive,unstable,18,QC'd by NCATS
160844080,70701368,Inactive,unstable,18,QC'd by NCATS
160844084,70701405,Inactive,unstable,18,QC'd by NCATS
160844091,70701417,Inactive,unstable,18,QC'd by NCATS
170466908,72187550,Inactive,unstable,18,QC'd by NCATS
164755738,71771099,Inactive,unstable,18,QC'd by NCATS
377656683,16016585,Inactive,unstable,17.94,QC'd by NCATS
24270808,8083550,Inactive,unstable,17.84,QC'd by NCATS
26730115,2800162,Inactive,unstable,17.82,QC'd by NCATS
375835083,91909359,Inactive,unstable,17.78,QC'd by NCATS
22416572,5740575,Inactive,unstable,17.75,QC'd by NCATS
24409509,7424264,Inactive,unstable,17.71,QC'd by NCATS
104223766,664510,Inactive,unstable,17.69,QC'd by NCATS
24404136,16025695,Inactive,unstable,17.61,QC'd by NCATS
24415988,16034348,Inactive,unstable,17.6,QC'd by NCATS
104224465,49852911,Inactive,unstable,17.6,QC'd by NCATS
24270768,15990148,Inactive,unstable,17.56,QC'd by NCATS
104224471,49853213,Inactive,unstable,17.43,QC'd by NCATS
99367976,46907710,Inactive,unstable,17.32,QC'd by NCATS
375887878,134808346,Inactive,unstable,17.27,QC'd by NCATS
225144195,126280,Inactive,unstable,17.24,QC'd by NCATS
99367902,46907751,Inactive,unstable,17.21,QC'd by NCATS
363680372,24963047,Inactive,unstable,17.2,QC'd by NCATS
170465390,3062316,Inactive,unstable,17.15,QC'd by NCATS
363678348,46916382,Inactive,unstable,17.05,QC'd by NCATS
24786707,3662061,Inactive,unstable,17,QC'd by NCATS
377713243,781247,Inactive,unstable,17,QC'd by NCATS
87550841,44640149,Inactive,unstable,17,QC'd by NCATS
104224752,49852728,Inactive,unstable,17,QC'd by NCATS
161003970,2168668,Inactive,unstable,17,QC'd by NCATS
164755720,4374325,Inactive,unstable,17,QC'd by NCATS
161004035,3106386,Inactive,unstable,17,QC'd by NCATS
161004439,70789688,Inactive,unstable,17,QC'd by NCATS
163827019,71660768,Inactive,unstable,17,QC'd by NCATS
161004068,70789424,Inactive,unstable,17,QC'd by NCATS
160844146,70701470,Inactive,unstable,17,QC'd by NCATS
160844110,70701384,Inactive,unstable,17,QC'd by NCATS
161004491,70789654,Inactive,unstable,17,QC'd by NCATS
164755767,71771073,Inactive,unstable,17,QC'd by NCATS
164755780,71771090,Inactive,unstable,17,QC'd by NCATS
377020393,46925989,Inactive,unstable,16.8,QC'd by NCATS
99367933,46907753,Inactive,unstable,16.76,QC'd by NCATS
375845678,136665415,Inactive,unstable,16.71,QC'd by NCATS
174006983,6746983,Inactive,unstable,16.67,QC'd by NCATS
363679169,136959977,Inactive,unstable,16.52,QC'd by NCATS
24267661,15987821,Inactive,unstable,16.48,QC'd by NCATS
375814742,134787726,Inactive,unstable,16.42,QC'd by NCATS
375829491,91911826,Inactive,unstable,16.34,QC'd by NCATS
24394417,16016570,Inactive,unstable,16.3,QC'd by NCATS
99367906,46907731,Inactive,unstable,16.23,QC'd by NCATS
375845614,91887902,Inactive,unstable,16.19,QC'd by NCATS
109967250,457993,Inactive,unstable,16.04,QC'd by NCATS
363681148,118170767,Inactive,unstable,16.01,QC'd by NCATS
4238092,3233203,Inactive,unstable,16,QC'd by NCATS
4240579,3235670,Inactive,unstable,16,QC'd by NCATS
104224797,49852918,Inactive,unstable,16,QC'd by NCATS
162211015,49705773,Inactive,unstable,16,QC'd by NCATS
161004003,70789341,Inactive,unstable,16,QC'd by NCATS
161004006,49680389,Inactive,unstable,16,QC'd by NCATS
160844025,70701422,Inactive,unstable,16,QC'd by NCATS
160844038,70701443,Inactive,unstable,16,QC'd by NCATS
162010098,71296010,Inactive,unstable,16,QC'd by NCATS
377705207,50760402,Inactive,unstable,16,QC'd by NCATS
172113127,72710610,Inactive,unstable,16,QC'd by NCATS
162010102,71296017,Inactive,unstable,16,QC'd by NCATS
161004135,70789408,Inactive,unstable,16,QC'd by NCATS
174006641,73265261,Inactive,unstable,16,QC'd by NCATS
375888875,134809342,Inactive,unstable,15.94,QC'd by NCATS
7975152,730810,Inactive,unstable,15.93,QC'd by NCATS
377020166,10316032,Inactive,unstable,15.93,QC'd by NCATS
852673,655308,Inactive,unstable,15.87,QC'd by NCATS
375887020,134807488,Inactive,unstable,15.86,QC'd by NCATS
163827057,71660748,Inactive,unstable,15.8,QC'd by NCATS
99367966,46907677,Inactive,unstable,15.69,QC'd by NCATS
375890534,134811001,Inactive,unstable,15.68,QC'd by NCATS
375885245,134805713,Inactive,unstable,15.65,QC'd by NCATS
144116862,60167809,Inactive,unstable,15.58,QC'd by NCATS
24271890,825303,Inactive,unstable,15.54,QC'd by NCATS
164194505,1383822,Inactive,unstable,15.5,QC'd by NCATS
104224462,4355463,Inactive,unstable,15.49,QC'd by NCATS
124398548,53257090,Inactive,unstable,15.23,QC'd by NCATS
363681262,5284645,Inactive,unstable,15.21,QC'd by NCATS
103061604,49787093,Inactive,unstable,15.15,QC'd by NCATS
363677264,11667893,Inactive,unstable,15.15,QC'd by NCATS
363680189,135533054,Inactive,unstable,15.09,QC'd by NCATS
99367900,46907682,Inactive,unstable,15.03,QC'd by NCATS
375817889,137299438,Inactive,unstable,15.01,QC'd by NCATS
24816248,4321730,Inactive,unstable,15,QC'd by NCATS
124398560,53257098,Inactive,unstable,15,QC'd by NCATS
124398603,53257156,Inactive,unstable,15,QC'd by NCATS
124954156,4970248,Inactive,unstable,15,QC'd by NCATS
136889452,57383420,Inactive,unstable,15,QC'd by NCATS
162210961,71307873,Inactive,unstable,15,QC'd by NCATS
161003996,70789545,Inactive,unstable,15,QC'd by NCATS
161004019,70789505,Inactive,unstable,15,QC'd by NCATS
160844018,70701447,Inactive,unstable,15,QC'd by NCATS
161004046,70789534,Inactive,unstable,15,QC'd by NCATS
161004047,70789438,Inactive,unstable,15,QC'd by NCATS
160844034,70701398,Inactive,unstable,15,QC'd by NCATS
162010079,31526528,Inactive,unstable,15,QC'd by NCATS
162010092,71296024,Inactive,unstable,15,QC'd by NCATS
162010093,1557872,Inactive,unstable,15,QC'd by NCATS
160844077,70701376,Inactive,unstable,15,QC'd by NCATS
377662364,17537846,Inactive,unstable,15,QC'd by NCATS
160844082,70701427,Inactive,unstable,15,QC'd by NCATS
164755746,71771077,Inactive,unstable,15,QC'd by NCATS
161004458,70789683,Inactive,unstable,15,QC'd by NCATS
174007026,68938909,Inactive,unstable,15,QC'd by NCATS
175422196,73424674,Inactive,unstable,15,QC'd by NCATS
161004151,70789360,Inactive,unstable,14.97,QC'd by NCATS
99367969,46907702,Inactive,unstable,14.96,QC'd by NCATS
375886750,134807218,Inactive,unstable,14.96,QC'd by NCATS
375876556,91767277,Inactive,unstable,14.96,QC'd by NCATS
24275170,1166596,Inactive,unstable,14.91,QC'd by NCATS
375818553,134792225,Inactive,unstable,14.85,QC'd by NCATS
144116873,60167913,Inactive,unstable,14.83,QC'd by NCATS
363681145,25212148,Inactive,unstable,14.77,QC'd by NCATS
124877463,2734802,Inactive,unstable,14.71,QC'd by NCATS
175422194,73424671,Inactive,unstable,14.65,QC'd by NCATS
375798656,11885313,Inactive,unstable,14.6,QC'd by NCATS
24272211,2886207,Inactive,unstable,14.41,QC'd by NCATS
26749207,5701997,Inactive,unstable,14.34,QC'd by NCATS
161003987,70789539,Inactive,unstable,14.33,QC'd by NCATS
24412895,16033040,Inactive,unstable,14.33,QC'd by NCATS
24276477,4916244,Inactive,unstable,14.23,QC'd by NCATS
163827037,71660776,Inactive,unstable,14.17,QC'd by NCATS
24269929,15989508,Inactive,unstable,14.12,QC'd by NCATS
24398359,16020100,Inactive,unstable,14.07,QC'd by NCATS
99431319,46926042,Inactive,unstable,14,QC'd by NCATS
162210990,71307837,Inactive,unstable,14,QC'd by NCATS
161003989,70789448,Inactive,unstable,14,QC'd by NCATS
161003993,70789555,Inactive,unstable,14,QC'd by NCATS
161004015,70789362,Inactive,unstable,14,QC'd by NCATS
161004030,70789484,Inactive,unstable,14,QC'd by NCATS
160844125,16104826,Inactive,unstable,14,QC'd by NCATS
160844024,70701377,Inactive,unstable,14,QC'd by NCATS
163826991,71660750,Inactive,unstable,14,QC'd by NCATS
160844059,70701425,Inactive,unstable,14,QC'd by NCATS
163826982,25236895,Inactive,unstable,14,QC'd by NCATS
172113114,10561847,Inactive,unstable,14,QC'd by NCATS
161004104,70789530,Inactive,unstable,14,QC'd by NCATS
161004137,70789383,Inactive,unstable,14,QC'd by NCATS
161004149,70789409,Inactive,unstable,14,QC'd by NCATS
174006405,44573504,Inactive,unstable,14,QC'd by NCATS
161004173,70789392,Inactive,unstable,14,QC'd by NCATS
387059856,99625,Inactive,unstable,13.96,QC'd by NCATS
99367941,46907683,Inactive,unstable,13.93,QC'd by NCATS
375834963,91911825,Inactive,unstable,13.93,QC'd by NCATS
375886252,134806720,Inactive,unstable,13.9,QC'd by NCATS
363676682,6320437,Inactive,unstable,13.8,QC'd by NCATS
170465852,6237,Inactive,unstable,13.68,QC'd by NCATS
375853759,91891339,Inactive,unstable,13.61,QC'd by NCATS
363677139,25169382,Inactive,unstable,13.59,QC'd by NCATS
24416441,16034426,Inactive,unstable,13.56,QC'd by NCATS
163827054,46926062,Inactive,unstable,13.47,QC'd by NCATS
174007470,439260,Inactive,unstable,13.36,QC'd by NCATS
375887043,134807511,Inactive,unstable,13.36,QC'd by NCATS
375846594,87051521,Inactive,unstable,13.34,QC'd by NCATS
375874303,70716515,Inactive,unstable,13.23,QC'd by NCATS
377660805,1497027,Inactive,unstable,13.22,QC'd by NCATS
124953199,1201,Inactive,unstable,13.19,QC'd by NCATS
377656179,139106,Inactive,unstable,13.14,QC'd by NCATS
174006560,21081761,Inactive,unstable,13.14,QC'd by NCATS
49720146,20953663,Inactive,unstable,13.01,QC'd by NCATS
377664633,663428,Inactive,unstable,13,QC'd by NCATS
4258244,974197,Inactive,unstable,13,QC'd by NCATS
24394254,135546860,Inactive,unstable,13,QC'd by NCATS
124391234,53255401,Inactive,unstable,13,QC'd by NCATS
136889450,57383405,Inactive,unstable,13,QC'd by NCATS
160844021,70701403,Inactive,unstable,13,QC'd by NCATS
161004023,70789487,Inactive,unstable,13,QC'd by NCATS
161004036,70789511,Inactive,unstable,13,QC'd by NCATS
161004038,70789418,Inactive,unstable,13,QC'd by NCATS
161004063,70789458,Inactive,unstable,13,QC'd by NCATS
160844037,70701390,Inactive,unstable,13,QC'd by NCATS
161004436,70789670,Inactive,unstable,13,QC'd by NCATS
162010116,71296028,Inactive,unstable,13,QC'd by NCATS
160844045,70701388,Inactive,unstable,13,QC'd by NCATS
161004441,9921994,Inactive,unstable,13,QC'd by NCATS
377714381,939022,Inactive,unstable,13,QC'd by NCATS
377647900,1520649,Inactive,unstable,13,QC'd by NCATS
161004080,70789343,Inactive,unstable,13,QC'd by NCATS
160844085,70701396,Inactive,unstable,13,QC'd by NCATS
162010103,71295995,Inactive,unstable,13,QC'd by NCATS
161004118,70789517,Inactive,unstable,13,QC'd by NCATS
160844106,70701375,Inactive,unstable,13,QC'd by NCATS
161004133,70789560,Inactive,unstable,13,QC'd by NCATS
161004481,70789702,Inactive,unstable,13,QC'd by NCATS
162010111,71296025,Inactive,unstable,13,QC'd by NCATS
384568979,118721624,Inactive,unstable,13,QC'd by NCATS
160844145,70701468,Inactive,unstable,12.91,QC'd by NCATS
375846567,71828900,Inactive,unstable,12.85,QC'd by NCATS
24404140,16025699,Inactive,unstable,12.76,QC'd by NCATS
24275613,15991365,Inactive,unstable,12.73,QC'd by NCATS
375824484,134796942,Inactive,unstable,12.65,QC'd by NCATS
24410855,7080326,Inactive,unstable,12.62,QC'd by NCATS
24396388,135546945,Inactive,unstable,12.54,QC'd by NCATS
375801566,40724396,Inactive,unstable,12.46,QC'd by NCATS
375873932,70756727,Inactive,unstable,12.37,QC'd by NCATS
124893298,9282872,Inactive,unstable,12.3,QC'd by NCATS
24269432,4091590,Inactive,unstable,12.23,QC'd by NCATS
137275830,53396328,Inactive,unstable,12.19,QC'd by NCATS
24274743,995088,Inactive,unstable,12.02,QC'd by NCATS
16952655,135495242,Inactive,unstable,12,QC'd by NCATS
104223760,213329,Inactive,unstable,12,QC'd by NCATS
24385775,16009365,Inactive,unstable,12,QC'd by NCATS
99431324,46926047,Inactive,unstable,12,QC'd by NCATS
124391176,53255426,Inactive,unstable,12,QC'd by NCATS
124398569,53257149,Inactive,unstable,12,QC'd by NCATS
136889453,57383430,Inactive,unstable,12,QC'd by NCATS
161003953,3338038,Inactive,unstable,12,QC'd by NCATS
161003969,70789485,Inactive,unstable,12,QC'd by NCATS
161004037,70789396,Inactive,unstable,12,QC'd by NCATS
160844128,70701474,Inactive,unstable,12,QC'd by NCATS
144116980,60167823,Inactive,unstable,12,QC'd by NCATS
160844044,70701441,Inactive,unstable,12,QC'd by NCATS
160844054,70701423,Inactive,unstable,12,QC'd by NCATS
160844061,70701416,Inactive,unstable,12,QC'd by NCATS
172113109,890763,Inactive,unstable,12,QC'd by NCATS
161004156,70789553,Inactive,unstable,12,QC'd by NCATS
161004486,70789687,Inactive,unstable,12,QC'd by NCATS
161004495,70789676,Inactive,unstable,12,QC'd by NCATS
161004497,70789696,Inactive,unstable,12,QC'd by NCATS
162010107,71296002,Inactive,unstable,12,QC'd by NCATS
174006987,73265321,Inactive,unstable,12,QC'd by NCATS
110167707,50898243,Inactive,unstable,11.93,QC'd by NCATS
375824055,134798001,Inactive,unstable,11.85,QC'd by NCATS
375854627,75490814,Inactive,unstable,11.79,QC'd by NCATS
24827706,135439882,Inactive,unstable,11.76,QC'd by NCATS
375890690,134811157,Inactive,unstable,11.68,QC'd by NCATS
4261761,1518779,Inactive,unstable,11.65,QC'd by NCATS
24401074,16022685,Inactive,unstable,11.61,QC'd by NCATS
87915649,44634868,Inactive,unstable,11.59,QC'd by NCATS
99367990,46907750,Inactive,unstable,11.58,QC'd by NCATS
377020521,46926040,Inactive,unstable,11.38,QC'd by NCATS
124878036,3246380,Inactive,unstable,11.29,QC'd by NCATS
375888678,134809146,Inactive,unstable,11.28,QC'd by NCATS
375824087,134798255,Inactive,unstable,11.21,QC'd by NCATS
375811027,4388543,Inactive,unstable,11.16,QC'd by NCATS
29215515,123767,Inactive,unstable,11.04,QC'd by NCATS
11114050,6604858,Inactive,unstable,11.03,QC'd by NCATS
162010064,71295991,Inactive,unstable,11.03,QC'd by NCATS
17409817,6418891,Inactive,unstable,11,QC'd by NCATS
4258379,1315619,Inactive,unstable,11,QC'd by NCATS
377672368,4894298,Inactive,unstable,11,QC'd by NCATS
99431349,46926068,Inactive,unstable,11,QC'd by NCATS
99431361,46926079,Inactive,unstable,11,QC'd by NCATS
104224581,49853035,Inactive,unstable,11,QC'd by NCATS
99460858,46947853,Inactive,unstable,11,QC'd by NCATS
110167706,50898239,Inactive,unstable,11,QC'd by NCATS
160844020,70701401,Inactive,unstable,11,QC'd by NCATS
161004067,70789384,Inactive,unstable,11,QC'd by NCATS
162010078,71296022,Inactive,unstable,11,QC'd by NCATS
162010084,929302,Inactive,unstable,11,QC'd by NCATS
162010088,71296005,Inactive,unstable,11,QC'd by NCATS
160844048,1079726,Inactive,unstable,11,QC'd by NCATS
172113111,11230874,Inactive,unstable,11,QC'd by NCATS
161004144,70789432,Inactive,unstable,11,QC'd by NCATS
161004478,70789671,Inactive,unstable,11,QC'd by NCATS
161004489,70789686,Inactive,unstable,11,QC'd by NCATS
170466921,72187556,Inactive,unstable,11,QC'd by NCATS
170466924,72187533,Inactive,unstable,11,QC'd by NCATS
170466926,72187554,Inactive,unstable,11,QC'd by NCATS
174315287,73330287,Inactive,unstable,11,QC'd by NCATS
375807228,40776995,Inactive,unstable,10.95,QC'd by NCATS
170466409,16363,Inactive,unstable,10.94,QC'd by NCATS
56463495,6603792,Inactive,unstable,10.93,QC'd by NCATS
24268558,15988382,Inactive,unstable,10.9,QC'd by NCATS
50122292,24870588,Inactive,unstable,10.9,QC'd by NCATS
24274741,4302940,Inactive,unstable,10.9,QC'd by NCATS
375884531,134805000,Inactive,unstable,10.83,QC'd by NCATS
104223944,5223276,Inactive,unstable,10.76,QC'd by NCATS
124887756,2526122,Inactive,unstable,10.72,QC'd by NCATS
24387024,16010499,Inactive,unstable,10.72,QC'd by NCATS
124878261,16414,Inactive,unstable,10.68,QC'd by NCATS
163827047,71660741,Inactive,unstable,10.6,QC'd by NCATS
164755730,51210891,Inactive,unstable,10.53,QC'd by NCATS
377667107,22431996,Inactive,unstable,10.52,QC'd by NCATS
24393759,16015991,Inactive,unstable,10.5,QC'd by NCATS
24788629,750541,Inactive,unstable,10.47,QC'd by NCATS
363676531,2396,Inactive,unstable,10.47,QC'd by NCATS
99431346,46926065,Inactive,unstable,10.45,QC'd by NCATS
124949023,45166656,Inactive,unstable,10.45,QC'd by NCATS
24273859,1205402,Inactive,unstable,10.37,QC'd by NCATS
24269052,15988815,Inactive,unstable,10.35,QC'd by NCATS
377691016,135526339,Inactive,unstable,10.35,QC'd by NCATS
363681144,25181472,Inactive,unstable,10.33,QC'd by NCATS
363677187,60167849,Inactive,unstable,10.33,QC'd by NCATS
26727478,2741895,Inactive,unstable,10.27,QC'd by NCATS
375803133,26745159,Inactive,unstable,10.27,QC'd by NCATS
170466901,1450429,Inactive,unstable,10.24,QC'd by NCATS
49735029,4176165,Inactive,unstable,10.22,QC'd by NCATS
375888389,134808857,Inactive,unstable,10.18,QC'd by NCATS
375856591,53137515,Inactive,unstable,10.12,QC'd by NCATS
375886531,134806999,Inactive,unstable,10.11,QC'd by NCATS
375868777,90489352,Inactive,unstable,10.11,QC'd by NCATS
384569047,5281304,Inactive,unstable,10.1,QC'd by NCATS
375870877,11173800,Inactive,unstable,10.07,QC'd by NCATS
56431675,25109894,Inactive,unstable,10.06,QC'd by NCATS
375884446,134804915,Inactive,unstable,10.03,QC'd by NCATS
377020335,135398511,Inactive,unstable,10.02,QC'd by NCATS
49719299,24790872,Inactive,unstable,10,QC'd by NCATS
4238946,3234053,Inactive,unstable,10,QC'd by NCATS
99431272,46926024,Inactive,unstable,10,QC'd by NCATS
124391207,53255382,Inactive,unstable,10,QC'd by NCATS
160844019,487903,Inactive,unstable,10,QC'd by NCATS
161004025,70789377,Inactive,unstable,10,QC'd by NCATS
144116973,60167907,Inactive,unstable,10,QC'd by NCATS
160844036,70701374,Inactive,unstable,10,QC'd by NCATS
161004437,70789685,Inactive,unstable,10,QC'd by NCATS
163826995,71660749,Inactive,unstable,10,QC'd by NCATS
162010090,71296023,Inactive,unstable,10,QC'd by NCATS
160844076,70701412,Inactive,unstable,10,QC'd by NCATS
161004459,70789650,Inactive,unstable,10,QC'd by NCATS
161004480,70789692,Inactive,unstable,10,QC'd by NCATS
162010113,820818,Inactive,unstable,10,QC'd by NCATS
162010114,710951,Inactive,unstable,10,QC'd by NCATS
170466920,72187549,Inactive,unstable,10,QC'd by NCATS
50100539,6604471,Inactive,unstable,9.99,QC'd by NCATS
87677821,44144362,Inactive,unstable,9.95,QC'd by NCATS
124878486,135485450,Inactive,unstable,9.93,QC'd by NCATS
160844127,70701451,Inactive,unstable,9.9,QC'd by NCATS
161004082,70789413,Inactive,unstable,9.9,QC'd by NCATS
160844083,70701389,Inactive,unstable,9.9,QC'd by NCATS
92763396,426728,Inactive,unstable,9.88,QC'd by NCATS
363677790,71533725,Inactive,unstable,9.87,QC'd by NCATS
24268533,135416459,Inactive,unstable,9.84,QC'd by NCATS
161004434,921541,Inactive,unstable,9.82,QC'd by NCATS
24269054,15988816,Inactive,unstable,9.8,QC'd by NCATS
24396619,16018627,Inactive,unstable,9.8,QC'd by NCATS
24401685,16023293,Inactive,unstable,9.8,QC'd by NCATS
24416220,5055687,Inactive,unstable,9.8,QC'd by NCATS
29216411,16759608,Inactive,unstable,9.8,QC'd by NCATS
162211048,71307834,Inactive,unstable,9.8,QC'd by NCATS
172113116,72710617,Inactive,unstable,9.8,QC'd by NCATS
170465792,2333,Inactive,unstable,9.75,QC'd by NCATS
24393808,16016035,Inactive,unstable,9.74,QC'd by NCATS
124391134,2431573,Inactive,unstable,9.7,QC'd by NCATS
162210969,71307836,Inactive,unstable,9.7,QC'd by NCATS
161004054,70789410,Inactive,unstable,9.7,QC'd by NCATS
170466916,72187530,Inactive,unstable,9.7,QC'd by NCATS
161004498,70789647,Inactive,unstable,9.7,QC'd by NCATS
160844121,70701462,Inactive,unstable,9.65,QC'd by NCATS
384569290,57336276,Inactive,unstable,9.64,QC'd by NCATS
99431312,46926035,Inactive,unstable,9.6,QC'd by NCATS
161004040,70789535,Inactive,unstable,9.6,QC'd by NCATS
170466933,72187557,Inactive,unstable,9.6,QC'd by NCATS
24275611,15991364,Inactive,unstable,9.55,QC'd by NCATS
384568554,159324,Inactive,unstable,9.54,QC'd by NCATS
104219206,719449,Inactive,unstable,9.52,QC'd by NCATS
29216561,5066378,Inactive,unstable,9.5,QC'd by NCATS
161004469,70789665,Inactive,unstable,9.5,QC'd by NCATS
99367960,46907745,Inactive,unstable,9.48,QC'd by NCATS
375857688,136665413,Inactive,unstable,9.45,QC'd by NCATS
377648755,765019,Inactive,unstable,9.42,QC'd by NCATS
375888517,134808985,Inactive,unstable,9.42,QC'd by NCATS
4237692,3232805,Inactive,unstable,9.4,QC'd by NCATS
99367994,46907695,Inactive,unstable,9.4,QC'd by NCATS
163827001,71660730,Inactive,unstable,9.4,QC'd by NCATS
162010106,71296020,Inactive,unstable,9.4,QC'd by NCATS
384569003,53358901,Inactive,unstable,9.4,QC'd by NCATS
99431261,44640157,Inactive,unstable,9.38,QC'd by NCATS
24412196,7287095,Inactive,unstable,9.33,QC'd by NCATS
377702361,135416948,Inactive,unstable,9.3,QC'd by NCATS
377656637,7536878,Inactive,unstable,9.3,QC'd by NCATS
24402356,16023955,Inactive,unstable,9.29,QC'd by NCATS
375887063,134807531,Inactive,unstable,9.28,QC'd by NCATS
99367940,46907757,Inactive,unstable,9.24,QC'd by NCATS
375860622,71826352,Inactive,unstable,9.22,QC'd by NCATS
144116899,60167920,Inactive,unstable,9.21,QC'd by NCATS
375859106,71959588,Inactive,unstable,9.21,QC'd by NCATS
144116857,60167830,Inactive,unstable,9.18,QC'd by NCATS
375888879,134809346,Inactive,unstable,9.18,QC'd by NCATS
24395988,16018041,Inactive,unstable,9.17,QC'd by NCATS
377020310,11315474,Inactive,unstable,9.14,QC'd by NCATS
24270647,15990032,Inactive,unstable,9.11,QC'd by NCATS
29215091,662914,Inactive,unstable,9.1,QC'd by NCATS
50112659,735924,Inactive,unstable,9.1,QC'd by NCATS
161003937,70789361,Inactive,unstable,9.1,QC'd by NCATS
375847930,53143698,Inactive,unstable,9.09,QC'd by NCATS
161004028,70789558,Inactive,unstable,9,QC'd by NCATS
161004058,70789443,Inactive,unstable,9,QC'd by NCATS
160844107,70701394,Inactive,unstable,9,QC'd by NCATS
170363377,3158002,Inactive,unstable,9,QC'd by NCATS
24787209,5738263,Inactive,unstable,8.99,QC'd by NCATS
24396406,16018446,Inactive,unstable,8.98,QC'd by NCATS
375854679,71839006,Inactive,unstable,8.98,QC'd by NCATS
375887037,134807505,Inactive,unstable,8.98,QC'd by NCATS
377707745,3604519,Inactive,unstable,8.96,QC'd by NCATS
24270611,15990000,Inactive,unstable,8.96,QC'd by NCATS
375813726,134791199,Inactive,unstable,8.91,QC'd by NCATS
24414536,16033974,Inactive,unstable,8.9,QC'd by NCATS
124953236,135412648,Inactive,unstable,8.9,QC'd by NCATS
161004039,70789526,Inactive,unstable,8.9,QC'd by NCATS
160844050,70701429,Inactive,unstable,8.9,QC'd by NCATS
144116991,60167837,Inactive,unstable,8.9,QC'd by NCATS
174007008,73265331,Inactive,unstable,8.9,QC'd by NCATS
24270930,15990297,Inactive,unstable,8.86,QC'd by NCATS
162008211,4343860,Inactive,unstable,8.85,QC'd by NCATS
174007154,4659392,Inactive,unstable,8.83,QC'd by NCATS
161004477,70789659,Inactive,unstable,8.8,QC'd by NCATS
24274920,2862091,Inactive,unstable,8.77,QC'd by NCATS
853614,656272,Inactive,unstable,8.72,QC'd by NCATS
7971169,3382936,Inactive,unstable,8.7,QC'd by NCATS
163826997,16373899,Inactive,unstable,8.7,QC'd by NCATS
124953243,72725,Inactive,unstable,8.63,QC'd by NCATS
375888881,134809348,Inactive,unstable,8.62,QC'd by NCATS
24779668,4438424,Inactive,unstable,8.6,QC'd by NCATS
4240280,3235386,Inactive,unstable,8.6,QC'd by NCATS
160844126,70701475,Inactive,unstable,8.6,QC'd by NCATS
170466912,72187562,Inactive,unstable,8.6,QC'd by NCATS
170363371,1451106,Inactive,unstable,8.6,QC'd by NCATS
161004490,70789673,Inactive,unstable,8.6,QC'd by NCATS
24267171,4115695,Inactive,unstable,8.57,QC'd by NCATS
161004153,70789477,Inactive,unstable,8.55,QC'd by NCATS
124880509,3851,Inactive,unstable,8.51,QC'd by NCATS
99431321,46926044,Inactive,unstable,8.5,QC'd by NCATS
162211008,71307876,Inactive,unstable,8.5,QC'd by NCATS
375817886,137299435,Inactive,unstable,8.48,QC'd by NCATS
57262481,4853713,Inactive,unstable,8.47,QC'd by NCATS
363677918,864492,Inactive,unstable,8.47,QC'd by NCATS
99367979,46907700,Inactive,unstable,8.45,QC'd by NCATS
375842479,90489340,Inactive,unstable,8.45,QC'd by NCATS
99367946,46907656,Inactive,unstable,8.43,QC'd by NCATS
375818428,134794920,Inactive,unstable,8.43,QC'd by NCATS
4259336,1252141,Inactive,unstable,8.4,QC'd by NCATS
99431320,46926043,Inactive,unstable,8.4,QC'd by NCATS
161004155,70789491,Inactive,unstable,8.4,QC'd by NCATS
174006570,24785538,Inactive,unstable,8.35,QC'd by NCATS
7977755,868798,Inactive,unstable,8.3,QC'd by NCATS
124391206,53255389,Inactive,unstable,8.3,QC'd by NCATS
49819947,4307096,Inactive,unstable,8.26,QC'd by NCATS
24398415,16020144,Inactive,unstable,8.24,QC'd by NCATS
