mol_idx,smiles,half-life,published
141,COc1ccc(C(=O)N2CCC3(CC2)CN(c2cccc(-c4ccccc4)c2)C3)cc1,0.7290946786454734,2005
142,O=C(O)c1ccccc1-c1ccc(/C=c2\sc3nc4cc(Br)cnc4n3c2=O)o1,0.7290946786454734,2005
143,Cc1cc(NC(=O)c2ccc(NC(=O)Cc3ccc(Cl)c(Cl)c3)cc2)no1,0.7290946786454734,2011
144,Cc1ccc(S(=O)(=O)Nc2cc(Cl)cc(C(=O)Nc3nc(-c4ccccc4)cs3)c2)cc1,0.7290946786454734,2013
145,CCc1ccc2oc(NC3=NC(c4[nH]ncc4Cl)C4=C(CCCC4=O)N3)nc2c1,0.7290946786454734,2013
146,Cc1ccc2c(c1)/C(=C\c1cc(Cl)c(O)c(Cl)c1)C(=O)N2,0.7290946786454734,2014
147,Cc1ccccc1C(=O)N1CCc2cc(-c3nc(NC(=O)Cc4ccc5c(c4)OCCO5)sc3C)ccc21,0.7290946786454734,2013
148,Cc1cc(-c2nc(Nc3ccc(F)c(F)c3)c3ccccc3n2)ccn1,0.7290946786454734,2013
149,Cc1ccc([S+](=O)([O-])n2cc(Cc3ccc(-c4ccccc4)cc3)c3ccccc32)cc1,0.7290946786454734,2013
150,COc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1NS(C)(=O)=O,0.7290946786454734,2009
151,OCc1cccc(-c2cc(-c3cccnc3)c3cncn3c2)c1,0.7290946786454734,2018
152,Cn1ccc2c(C(=O)NCC3CCC(=O)N3)nc(-c3ccccc3C#N)cc21,0.7263303386316518,2018
153,Cc1nc(Nc2n[nH]c3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1,0.725984796129924,2009
154,O=C(NC1CC1)c1nc(-c2cccnc2)c2ccccn12,0.7232204561161022,2018
155,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,0.7232204561161022,2006
156,Clc1ccc2ncc(-c3cccc(NC4CCNC4)n3)n2c1,0.7225293711126468,2009
157,O=C1Nc2cc(Cl)ccc2Nc2cscc21,0.7211472011057359,2005
158,Cc1ccccc1CN1C(=O)C2=C(CCN(Cc3ccccc3)C2)N2CCN=C12,0.7204561161022806,2014
159,COc1cc(F)ccc1-c1nc(-c2c(C)noc2C)cc2c1cc(C)n2C,0.7170006910850034,2018
160,O=C1c2ccccc2-n2c1nc1ccccc1c2=O,0.7052522460262611,2005
161,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2,0.7038700760193504,2014
162,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,0.703178991015895,2005
163,CSc1nc(N)cc(Oc2ccc(-c3nc(Nc4cccc(C(F)(F)F)c4)n[nH]3)cc2)n1,0.7028334485141672,2011
164,CN(C)c1cccc(-c2cc(N3CCC(C(N)=O)CC3)ncn2)c1,0.6997235659986177,2010
165,COc1cc(C2c3cc(O)c(OC)cc3CC3C(=O)OCC32)ccc1O,0.6979958534899793,2005
166,O=[N+]([O-])c1ccc(/C=N/n2c(CO)nc3ccccc32)s1,0.6945404284727021,2006
167,Cc1cnc(CNc2nc(-c3cccc(NS(C)(=O)=O)c3)nc3ccccc23)cn1,0.6945404284727021,2005
168,CCOc1ccc(CNc2ccc3c(c2)ncn3C)cc1,0.6945404284727021,2005
169,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)c(F)c3)nc2C)ccc1OCC(=O)O,0.6945404284727021,2006
170,COc1ccc(NC(=O)C2=C(C)NC(Nc3nc4ccccc4o3)=NC2c2ccccc2Br)cc1,0.6945404284727021,2010
171,Cc1ccnc(NC(=S)N2CCN(c3cc(F)cc(Cl)c3)CC2)c1,0.6945404284727021,2011
172,CCN1C(=O)c2ccccc2[S@+]([O-])c2ccc(C(=O)NCc3ccc(C#N)cc3)cc21,0.6945404284727021,2012
173,Fc1cnc(-c2ccccc2C(F)F)nc1NCc1ccc(-n2ccnn2)cc1,0.6945404284727021,2012
174,Cc1cnc(-c2ccccc2C(F)F)nc1NCc1ccc(-n2ccnn2)cc1,0.6945404284727021,2012
175,Cc1cccc(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1O,0.6945404284727021,2013
176,Cn1cc(-c2nc(Nc3ccc(F)c(F)c3)c3ccccc3n2)cn1,0.6945404284727021,2013
177,COC(=O)C1=C(C)NC(=O)CC1C(=O)Nc1ccc(Cl)cc1,0.6945404284727021,2005
178,O=[S+]([O-])(Nc1ccc2ccccc2c1)c1ccc(NCc2ccc(Cl)cc2O)cc1,0.6945404284727021,2013
179,O=S(=O)(Nc1ccc(-c2ccccc2)cc1)c1ccc(NCc2ccc(Br)cc2O)cc1,0.6945404284727021,2013
180,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2ccc(-n3cncn3)cc2)cc1,0.6945404284727021,2013
181,Cc1sc(NC(=O)Cc2ccc3c(c2)OCO3)nc1-c1ccc2c(c1)CCN2C(=O)c1ccccc1,0.6945404284727021,2013
182,CC(=O)c1ccc(N[S+](=O)([O-])c2cccc(NC(=O)c3[nH]c(C)c(C(C)=O)c3C)c2)cc1,0.6945404284727021,2013
183,COc1ccc(NC(=O)c2cccnc2)cc1S(=O)(=O)Nc1ccc(Br)cc1,0.6945404284727021,2009
184,Cc1nc2nc(NC(=O)c3ccc(C(C)(C)C)cc3)[nH]n2c(=O)c1Cl,0.6941948859709743,2006
185,O=C(Nc1cccc(OC(F)(F)F)c1)c1cc(-c2ccc[nH]2)n[nH]1,0.6924671734623359,2019
186,C[C@@]12CCC(=O)C=C1CC[C@H]1[C@H]2CC[C@]2(C)[C@](O)(C(=O)CO)CC[C@@]12O,0.6917760884588805,2005
187,O=C(Cc1cccc(OC(F)(F)F)c1)Nc1ccc(CCCCc2nnc(NC(=O)Cc3ccccn3)s2)nn1,0.6903939184519695,2013
188,COc1cccc(-c2noc(Nc3ccc4c(c3)OCCO4)n2)c1,0.6834830684174154,2011
189,NC(=O)c1ccc(-c2ncc3cnc(-c4cccc(F)c4)cn23)cc1,0.6831375259156877,2018
190,COc1ccc(-n2cnc3cc(C(=O)N4CCCCC4)ccc32)cc1,0.6831375259156877,2005
191,COc1cc(-c2nc(Cn3nnc(C(=O)Nc4cc(C)cc(C)c4)c3C)c(C)o2)cc(OC)c1OC,0.6789910158949551,2007
192,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,0.6772633033863166,2006
193,O=C1CCc2cc(S(=O)(=O)Nc3ccc(F)c(Cl)c3)ccc2N1,0.6765722183828611,2006
194,CCn1ncc(NC(=O)Cn2ncc3cc(-c4cccc(OC)c4)ccc32)n1,0.6744989633724949,2010
195,COc1ccc(CN2CCNc3cc(Nc4ccccc4)ncc3C2)cc1O,0.6738078783690393,2018
196,CCOC(=O)c1c[nH]c2c3c(ccc2c1=O)CCCC3,0.6727712508638563,2005
197,O=C(NCCc1nc2ccccc2n1CCO)C1CCCCC1,0.6706979958534899,2010
198,COc1ccc(-c2nc(NC(C)c3ccccc3)c3ccccc3n2)cc1,0.6696613683483069,2007
199,COc1ccc(Nc2nc(-c3cccc(OC)c3)no2)cc1,0.6689702833448514,2013
200,Cc1ccc(Nc2nc(C)c(NC(=O)c3ccc(C)cc3)c(Nc3ccc(C)cc3)n2)cc1,0.6644782308223911,2007
201,CCOC(=O)c1ccc(N2C(=O)c3n[nH]c(-c4cccs4)c3C2c2ccc(Cl)cc2Cl)cc1,0.6627505183137525,2007
202,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0.6617138908085695,2005
203,Cc1cnc(CNc2nc(-c3ccccc3Cl)nc3ccccc23)cn1,0.6599861782999309,2005
204,O=S(=O)(Nc1cccc(C(F)(F)F)c1)c1ccc(NS(=O)(=O)c2ccc3c(c2)OCCO3)cc1,0.6599861782999309,2005
205,CC(C)(C)C1CCc2nc(NC(=O)c3cccc(Cl)c3)sc2C1,0.6599861782999309,2007
206,Cc1ccnc(NC(=S)N2CCC(Nc3cccc(C(F)(F)F)c3)CC2)c1,0.6599861782999309,2011
207,COc1ccnc(NC(=S)N2CCN(c3ccc(Cl)c(Cl)c3)CC2)c1,0.6599861782999309,2011
208,O=C1Cc2cc(C(=O)c3ccco3)ccc2N1,0.6599861782999309,2009
209,COc1ccc(OC)c(C(=O)Nc2nc(-c3ccccc3)cs2)c1,0.6599861782999309,2007
