smiles,half-life
COC1=CC=C(C=C1)CN2CCC3(C2)NC(=O)C4=CC=CC=C4O3,120.0
COC1=CC=C(C=C1)CN2CCC3(CC2)CC(=O)C4=CC=CC=C4O3,120.0
COC1=CN=CC(=C1)N2CC3CCC(C2)N3CC(F)(F)F,120.0
CCOCCOC1CCN(CC1)C(=O)NC2=CC=CC=C2,120.0
C1C[C@@H]2C3CC(CN(C3)C(=O)N4CCN(CC4)[S+](=O)(C5=CC=CC=C5)[O-])CN2C(=O)C1,120.0
C1CN(CC1OC2=CC=CC=C2)C(=O)C3=CC=NC=C3,120.0
CN(CC1CCOC1)C(=O)NC2=CC=CC=C2,120.0
C1COC2=C1C(=CN=C2NC(=O)C3=CC=NC=C3)C4=CC=CC=C4,120.0
CN(C)[C@@H]1CN(C[C@H]1CO)C(=O)C2=CC=C(C=C2)OC,120.0
COC1=CC=C(C=C1)CN2CC(C2)OC3=CC=C(C=C3)OC,120.0
CC1=NN=C(O1)[C@H]2CCN(C2)CC3=CC=C(C=C3)OC,120.0
COC1=CC=C(C=C1)CN2CCC(CC2)N3CC4=CC=CN4C3=O,120.0
COC1=CC=CC(=C1)C2=CN3CCCN(C3=N2)C(=O)C4=CC=CS4,120.0
CN1CCC(CC1)OC2CCN(CC2)C(=O)C3=CC=CC=C3,120.0
CC1=NOC(=N1)C2=CN(N=N2)C3CCN(C3)C(=O)C4=CC=CC=C4,120.0
COC1=CC=CC(=C1)CN2CC[C@@H](C2)C3=NN=C(O3)C4=CC=CO4,118.2
COC1=CC=CC(=C1)C2=CN3CCCN(C3=N2)C(=O)C4=COC=C4,111.9
C1CN(CC1OC2=CC=CC=C2)C(=O)C3=CN=CC=C3,102.2
C1=CC=C(C=C1)C2=CN3C(=CN=C3C4=CC=C(C=C4)C(=O)O)C=N2,92.3
C1=CC=C(C=C1)CN2C3=C(C=CC(=C3)C(=O)O)N4C(=CC=N4)C2=O,89.0
COC1=CC=C(C=C1)C(=O)N2CCCOCCNC(=O)CC2,70.1
CN1C2CCCCN2C(=O)C3=C1C=C(C=C3)C(=O)NC4=CC=C(C=C4)S(=O)(=O)N,120.0
CN1CCN(CC1)C(=O)CC2=CC=CN2C3=CC=C(C=C3)F,120.0
CN1CCN(CC1)C(=O)C2=CC(=NC3=C2C=NN3C)C4=CC=C(C=C4)F,120.0
CN1CCN(CC1)C(=O)C2=NN3C=NN=C3C(=C2)C4=CC=CC=C4OC,120.0
CN1CCN(CC1)C(=O)C2=CC(=NC3=C2C=NN3C)C4=CN=CC=C4,120.0
CN1CCN(CC1)C(=O)C2=CN3C=CN=C3C=C2,120.0
CC1=NN2CCCN(C2=C1C3=CC=CC=C3OC4=CC=CC=C4)CC5=CC=C(C=C5)C(=O)O,120.0
CC(C)CN1C(CN2C=CC=C2C1=O)C(=O)N3CCN(CC3)C,107.3
C1=CC=C(C=C1)N2C=NC3=C(C2=O)N=C(C=C3)NC4=CC(=CC=C4)F,93.9
C1COC2=C1C(=CN=C2NC3=CC(=CC=C3)F)C4=CN=CN=C4,120.0
CN1CCOC2(C1=O)CCN(CC2)CC3=CC(=CC=C3)C#N,120.0
C1=CC2=NN=C(N2N=C1NCC3=NC=CN=C3)C4=NC=CC(=C4)C#N,120.0
COC1=CC=CC=C1C2=C3C(=NN2)N=CC(=N3)C4=CC(=CC=C4)F,120.0
C1COC2=C1C(=CN=C2NC3=CC=CC=C3)C4=CN=CC=C4,120.0
C1=CC=C(C=C1)NC2=NC3=C(C=C2)N=CN(C3=O)C4=CN=CC=C4,120.0
C1COCC(=O)N1C2=CC(=CN3C2=CN=C3)C4=CC=CC=C4,120.0
C1COC2=C1C(=CN=C2NC3=CC=CC=C3)C4=CN=CN=C4,120.0
CN1CCOC2(C1=O)CCN(CC2)CC3=CC(=CC=C3)OC,120.0
COC1=CC(=NC=C1)C2=NN=C3N2N=C(C=C3)NCC4=NC=CN=C4,120.0
COC1=CC=CC=C1C2=C3C(=NN2)N=CC(=N3)C4=CC=CC=C4,69.5
CC1(C2(CCN(CC2)CC3=CC=C(C=C3)C(=O)O)OC(=O)N1CC4=CC=CC=C4)C5=CC=CC=C5,120.0
