index,smiles,half-life,sdc,sdx,sa,dga,dgp,dgtot
1559,Cc1ccc(S(=O)(=O)N(C)c2ccccc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1,0.027643400138217,10.4144,0.8243,5.4972,-17.9314,-76.7322,-81.5026
1406,CC(C)c1ccc(Nc2c(-c3ccccn3)nc3ccccn23)cc1,0.0414651002073254,7.6793,0.6091,2.8485,-16.8155,-52.9081,-60.3
1363,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3ccc4c(c3)CCCC4)cs2)cc1,0.0483759502418797,10.5237,1.8621,6.5349,-19.1784,-92.4861,-104.7554
446,Fc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1-n1cncn1,0.4181064270905321,9.3245,0.6536,6.0765,-25.2296,-93.6158,-101.1665
926,NC(=O)C1CCN(c2nc(-c3ccccc3C(F)(F)F)cs2)CC1,0.1617138908085694,8.6327,1.5041,7.9749,-4.5182,-94.0451,-81.9097
1476,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3ccco3)cs2)cc1,0.0345542501727712,8.9968,2.0981,7.6768,-18.8923,-103.8434,-115.5943
1034,CCc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1,0.1209398756046993,10.1094,2.0682,6.8497,-17.8512,-96.3542,-107.1011
1620,CCOc1ccc(CCNC(=O)c2cc3sccc3n2CCN2CCOCC2)cc1OCC,0.0241879751209398,13.5522,0.5452,8.9471,-4.1155,-115.2131,-103.2257
582,Fc1ccc(F)c(Nc2nc(-c3ccncc3)nc3ccccc23)c1,0.3144436765722184,7.8545,0.8764,6.1286,-18.7412,-79.3179,-92.9698
1567,CCOc1ccc(CCNC(=O)c2cc3cccnc3n2Cc2cccc(C)c2)cc1OCC,0.027643400138217,13.1512,0.3265,6.8572,-12.6284,-93.0211,-93.2871
1747,CCC(CC)C(=O)NC[C@@H]1C=C(C)[C@H](Cc2nc3c(C)cccc3[nH]2)C[C@H]1C(C)C,0.0076019350380096,11.1779,0.9121,4.5885,3.6945,-70.7969,-67.1024
662,Cc1ccc(-n2ncc3c(NCCCN(C)C)ncnc32)cc1Cl,0.27643400138217,8.9652,0.5635,5.3094,-5.2357,-84.8182,-75.2423
437,CN(C(=O)CSc1nc2c(c(=O)[nH]1)CCCC2)c1ccccc1,0.4181064270905321,9.2059,0.8777,5.8477,-6.3682,-79.7563,-75.0623
1647,CC1CCN(C(=O)c2ccc(-c3ccc(N4CCSCC4)nc3)cc2)CC1,0.0214236351071181,10.5673,0.0,4.8016,-6.3205,-70.0434,-60.4982
377,Nc1cc(-c2nc(Nc3ccc(F)c(F)c3)c3ccccc3n2)ccn1,0.4872149274360746,7.0177,2.2623,6.5858,-18.9328,-91.1421,-102.7632
1309,O=C(Nc1cccc(Cc2ccccc2)c1)c1ccc(-c2cccc([N+](=O)[O-])c2)o1,0.055286800276434,9.8199,0.6509,6.2103,-20.8291,-72.9832,-84.2361
315,Cn1cnc(-c2nccc3c(=O)[nH]c(OCCCC(F)(F)F)nc23)c1,0.539737387698687,9.3221,1.0753,9.4788,-6.8476,-114.5198,-95.6773
443,COc1ccc(C(=O)Nc2nc(-c3ccccc3)cs2)cc1NS(=O)(=O)c1ccc(C)cc1,0.4181064270905321,10.5315,1.8526,7.2278,-18.227,-95.8604,-109.4783
1547,Clc1ccccc1-c1nnc2sc(-c3ccc4c(c3)OCO4)nn12,0.027643400138217,6.241,0.0,4.3868,-21.9433,-59.8051,-64.8926
320,N#Cc1ccc(-c2csc(N3CCC(C(N)=O)CC3)n2)cc1,0.5297166551485833,8.1202,1.4806,5.068,-13.1373,-78.2524,-85.4191
282,COc1ccc(Nc2cc(C)nc(-n3nc(C)cc3C)n2)cc1Cl,0.5808569454042848,8.1648,0.7711,5.1962,-9.4575,-76.0268,-67.0995
1162,COc1ccccc1NC(=O)C1=C(C)Nc2c(C(=O)Nc3ccc(F)cc3)cnn2C1c1ccc(Cl)cc1,0.0843123704215618,12.358,2.384,10.5728,-21.7394,-133.7304,-152.7183
1662,CCOc1ccc(CCNC(=O)c2ccnn2Cc2cccc(C)c2)cc1OCC,0.0207325501036627,12.2316,0.5328,6.7201,-7.2388,-90.0317,-86.4454
1334,O=C(Nc1cncc(Cc2ccccc2)c1)c1ccc(-c2cccc([N+](=O)[O-])c2)o1,0.0518313752591568,10.1273,0.6806,6.9868,-20.8813,-85.282,-96.4264
425,O=C1CCCC2=C1C(c1[nH]ncc1Cl)N=C(Nc1nc3ccccc3o1)N2,0.4343469246717346,7.0212,2.8338,7.004,-18.9385,-100.3789,-111.6964
554,COc1ccc(-n2c(C)c(C(C)=O)c3cc(OC(=O)COc4ccccc4)ccc32)cc1,0.3272287491361437,12.5698,0.0,7.9092,-17.6594,-94.1256,-97.1728
595,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1C(N)CC2,0.3102971665514858,9.707,1.0572,7.3464,-4.6945,-88.6309,-84.2542
1741,Cc1ccc(CN2C(=O)C(O)(CC(=O)c3ccc(C)cc3)c3ccccc32)cc1,0.0096751900483759,10.2738,0.7545,5.4135,-13.9475,-67.2923,-75.8932
369,COc1cccc(CNc2ccc(S(=O)(=O)Nc3cccnc3)cc2)c1O,0.4872149274360746,9.7187,2.2939,7.7779,-12.6847,-103.1379,-108.7897
1233,CCc1ccc(NC(=O)CSC2=Nc3ccccc3C3=NC(CC(=O)NCc4ccc5c(c4)OCO5)C(=O)N23)cc1,0.0677263303386316,14.771,1.2151,10.2666,-22.7913,-136.7295,-137.7575
893,Clc1ccc(-c2noc3ncnc(N4CCCCC4)c23)cc1,0.1693158258465791,7.5116,0.0,4.2798,-11.9621,-62.8856,-57.1005
1048,c1c[nH]c(C2CCN(c3ncc(-c4ccc5c(c4)OCCCO5)s3)CC2)n1,0.1171389080856945,10.1287,0.5672,6.193,-15.0277,-89.8304,-92.5966
1436,Oc1ccc(-c2nc(C3CC3)nc3c2CCN(Cc2ccc(F)cc2)CC3)cc1,0.0387007601935038,10.9736,0.7103,6.0113,-13.2107,-80.3664,-87.2103
