index,smiles,half-life
32,O=C(c1ccsc1)N1CCC(Oc2cccc(F)c2)C1,0.6672597864768682
121,O=C(c1ccsc1)N1CCC(Oc2ccccc2)C1,0.2882562277580071
31,N#Cc1ccccc1CN1CCC2(CC1)CC(O)CCO2,0.6467971530249109
120,COc1ccccc1CN1CCC2(CC1)CC(O)CCO2,1.0
28,COC1CCC12CCN(C(=O)c1ccc(C#N)cc1)CC2,0.6370106761565836
117,COc1ccc(C(=O)N2CCC3(CCC3OC)CC2)cc1,0.5551601423487543
27,Fc1cccc(Nc2ncc(-c3cccnc3)c3c2OCC3)c1,0.6138790035587187
182,c1ccc(Nc2ncc(-c3cccnc3)c3c2OCC3)cc1,1.0
23,O=C(c1ccoc1)N1CCC(Oc2cccc(F)c2)C1,0.5596085409252668
113,O=C(c1ccoc1)N1CCC(Oc2ccccc2)C1,1.0
22,Cc1ccc(-c2noc([C@@H]3Cc4nc[nH]c4CN3Cc3cccc(C#N)c3)n2)cc1,0.4964412811387899
112,Cc1ccc(-c2noc([C@@H]3Cc4nc[nH]c4CN3Cc3ccc(C(=O)O)cc3)n2)cc1,0.842526690391459
118,CC(=O)N1CCC(Cc2ccc(C(=O)O)cc2)CC1,1.0
